"Class Nbr","Subject","Catalog","Section","Description","Capacity","Total Enrolled","Available Seats","Total Waitlisted","In Shopping Cart","Unmet Demand","Class Start Time","Class End Time","Meeting Days","Facility ID","Instructor","Start Date","End Date"
2674,"BY",400,89,"D.S. in Bioscience",99,0,99,0,0,0,,,,,"Kenneth N Wallace","01/10/2019","04/26/2019"
2869,"BY",400,78,"D.S. in Bioscience",99,0,99,0,0,0,,,,,"Damien Samways","01/10/2019","04/26/2019"
3794,"BY",405,5,"Ugrd Research in Bioscience",99,2,97,0,0,0,,,,,"Susan Bailey","01/10/2019","04/26/2019"
3035,"BY",401,44,"Professional Assessment",99,29,70,0,1,0,,,,,"Tom A Langen","01/10/2019","04/26/2019"
2671,"BY",400,42,"D.S. in Bioscience",99,0,99,0,0,0,,,,,"Tom A Langen","01/10/2019","04/26/2019"
3306,"BY",400,40,"D.S. in Bioscience",99,0,99,0,0,0,,,,,"Stefanie Kring","01/10/2019","04/26/2019"
3012,"BY",400,62,"D.S. in Bioscience",99,0,99,0,0,0,,,,,"Thomas C Lufkin","01/10/2019","04/26/2019"
2672,"BY",400,44,"D.S. in Bioscience",99,0,99,0,0,0,,,,,"Michael R Twiss","01/10/2019","04/26/2019"
3813,"BY",405,40,"Ugrd Research in Bioscience",99,0,99,0,0,0,,,,,"Stefanie Kring","01/10/2019","04/26/2019"
3814,"BY",405,42,"Ugrd Research in Bioscience",99,0,99,0,0,0,,,,,"Tom A Langen","01/10/2019","04/26/2019"
3817,"BY",405,36,"Ugrd Research in Bioscience",99,0,99,0,1,0,,,,,"Shantanu Sur","01/10/2019","04/26/2019"
3815,"BY",405,62,"Ugrd Research in Bioscience",99,1,98,0,0,0,,,,,"Thomas C Lufkin","01/10/2019","04/26/2019"
3818,"BY",405,44,"Ugrd Research in Bioscience",99,0,99,0,0,0,,,,,"Michael R Twiss","01/10/2019","04/26/2019"
3811,"BY",405,12,"Ugrd Research in Bioscience",99,7,92,0,1,0,,,,,"Andrew Anthony David","01/10/2019","04/26/2019"
3812,"BY",405,6,"Ugrd Research in Bioscience",99,0,99,0,0,0,,,,,"Petra Marion Kraus","01/10/2019","04/26/2019"
4145,"BY",405,31,"Ugrd Research in Bioscience",99,2,97,0,0,0,,,,,"Ali Boolani","01/10/2019","04/26/2019"
3928,"BY",405,29,"Ugrd Research in Bioscience",99,0,99,0,0,0,,,,,"Ginger Hunter","01/10/2019","04/26/2019"
2186,"CE",612,17,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"John Dempsey","01/10/2019","04/26/2019"
3072,"CE",610,1,"CEE Seminar",35,9,26,0,0,0,"3:15PM","4:30PM","F","CB178","John Dempsey","01/10/2019","04/26/2019"
3177,"CE",612,26,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"Steven Francis Wojtkiewicz Jr","01/10/2019","04/26/2019"
3885,"CE",595,84,"ST: Civil & Env Engineering",15,1,14,0,0,0,,,,,"Erik Carl Backus","01/10/2019","04/26/2019"
3040,"CE",595,65,"ST: Civil & Env Engineering",15,0,15,0,0,0,,,,,"Hung Tao Shen","01/10/2019","04/26/2019"
3042,"CE",595,87,"ST: Civil & Env Engineering",15,0,15,0,0,0,,,,,"Hayley H Shen","01/10/2019","04/26/2019"
4059,"CE",612,35,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Abul Basar Baki","01/10/2019","04/26/2019"
2189,"CE",612,32,"Thesis, Dissertation",99,4,95,0,0,0,,,,,"Thomas M Holsen","01/10/2019","04/26/2019"
2954,"CE",612,38,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Khiem T Tran","01/10/2019","04/26/2019"
2187,"CE",612,27,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Poojitha Yapa","01/10/2019","04/26/2019"
2188,"CE",612,31,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Susan E Powers","01/10/2019","04/26/2019"
4263,"CE",581,"D58","Hazardous Waste Management Eng",30,2,28,0,0,0,"2:30PM","3:45PM","MW","ONLINE","Stefan J Grimberg","01/10/2019","04/26/2019"
3909,"CE",581,58,"Hazardous Waste Management Eng",48,47,1,0,1,0,"2:30PM","3:45PM","MW","PR2001","Stefan J Grimberg","01/10/2019","04/26/2019"
3343,"CE",591,1,"Special Topics Const Eng Mgmt",30,2,28,0,0,0,"5:30PM","6:20PM","R","CB194",,"01/10/2019","04/26/2019"
3672,"CE",553,1,"Prop & Perf of Concrete Matls",30,9,21,0,1,0,"9:00AM","9:50AM","MWF","CB175","Sulapha Peethamparan","01/10/2019","04/26/2019"
3071,"CE",520,1,"Computatnl Meth Struc Analysis",50,28,22,0,1,0,"1:00PM","2:15PM","MW","SN212","Steven Francis Wojtkiewicz Jr","01/10/2019","04/26/2019"
3297,"CE",573,1,"Sediment Transport",30,3,27,0,0,0,"4:00PM","5:15PM","TR","CB175","Weiming Wu","01/10/2019","04/26/2019"
3261,"CE",595,44,"ST: Civil & Env Engineering",1,0,1,0,0,0,,,,,"Levon Minnetyan","01/10/2019","04/26/2019"
4298,"CE",595,42,"ST: Civil & Env Engineering",15,1,14,0,0,0,,,,,"Yang Yang","01/10/2019","04/26/2019"
3841,"CE",595,62,"ST: Civil & Env Engineering",15,0,15,0,0,0,,,,,"Sulapha Peethamparan","01/10/2019","04/26/2019"
3343,"CE",591,1,"Special Topics Const Eng Mgmt",30,2,28,0,0,0,"5:30PM","7:10PM","T","CB194","James Billings","01/10/2019","04/26/2019"
3344,"CE",591,"D1","Special Topics Const Eng Mgmt",30,20,10,0,1,0,,,,"ONLINE","James Billings","01/10/2019","04/26/2019"
3176,"CE",612,99,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Narutoshi Nakata","01/10/2019","04/26/2019"
2520,"CE",612,93,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Alan Rossner","01/10/2019","04/26/2019"
3911,"CE",681,1,"Environ Physico-Chemical Proc",20,5,15,0,1,0,"5:30PM","6:45PM","TR","SC342","Yang Yang","01/10/2019","04/26/2019"
3264,"CE",612,84,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Michelle Crimi","01/10/2019","04/26/2019"
2967,"CE",612,76,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"James Scott Bonner","01/10/2019","04/26/2019"
2195,"CE",612,87,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Hayley H Shen","01/10/2019","04/26/2019"
2593,"CE",686,1,"Environmental Eng Design",20,29,-9,0,0,9,"2:30PM","3:45PM","TR","CB175","Shane Rogers","01/10/2019","04/26/2019"
3190,"CE",684,88,"Special Topics in Environ Eng",99,0,99,0,0,0,,,,,"Jan Elizabeth DeWaters","01/10/2019","04/26/2019"
3871,"CE",686,3,"Environmental Eng Design",30,7,23,0,0,0,"11:00AM","11:50AM","MWF","SC346","Stefan J Grimberg","01/10/2019","04/26/2019"
4104,"CE",681,"D1","Environ Physico-Chemical Proc",30,0,30,0,0,0,,,,"ONLINE","Yang Yang","01/10/2019","04/26/2019"
3396,"CE",684,32,"Special Topics in Environ Eng",99,0,99,0,0,0,,,,,"Thomas M Holsen","01/10/2019","04/26/2019"
2192,"CE",612,58,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"Stefan J Grimberg","01/10/2019","04/26/2019"
2191,"CE",612,49,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Kerop D Janoyan","01/10/2019","04/26/2019"
2658,"CE",612,60,"Thesis, Dissertation",99,4,95,0,0,0,,,,,"Shane Rogers","01/10/2019","04/26/2019"
4297,"CE",612,42,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Yang Yang","01/10/2019","04/26/2019"
3050,"CE",612,39,"Thesis, Dissertation",99,3,96,0,0,0,,,,,"Weiming Wu","01/10/2019","04/26/2019"
2190,"CE",612,44,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Levon Minnetyan","01/10/2019","04/26/2019"
2194,"CE",612,67,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Andrea R Ferro","01/10/2019","04/26/2019"
2193,"CE",612,65,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Hung Tao Shen","01/10/2019","04/26/2019"
2953,"CE",612,75,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Tyler Jon Smith","01/10/2019","04/26/2019"
3138,"CE",612,61,"Thesis, Dissertation",99,3,96,0,0,0,,,,,"Ian Michael Wood Knack","01/10/2019","04/26/2019"
2659,"CE",612,62,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"Sulapha Peethamparan","01/10/2019","04/26/2019"
2877,"CE",407,1,"Intro to Construct Est & Sched",35,31,4,0,5,1,"5:30PM","6:45PM","MW","CB194","James Billings","01/10/2019","04/26/2019"
3360,"CE",380,20,"Fundamentals Environmental Eng",30,24,6,0,0,0,"2:30PM","3:45PM","F","SC348","Thomas M Holsen","01/10/2019","04/26/2019"
2887,"CE",408,1,"Bldg Info Mod & Int Proj Deliv",40,44,-4,0,7,11,"9:30AM","10:45AM","TR","SN241","William B Olsen","01/10/2019","04/26/2019"
3358,"CE",380,1,"Fundamentals Environmental Eng",52,29,23,0,1,0,"9:30AM","10:45AM","TR","CB194","Thomas M Holsen","01/10/2019","04/26/2019"
3272,"CE",340,"D1","Intro to Environmental Eng",20,8,12,0,4,0,,,,"ONLINE","Andrea R Ferro","01/10/2019","04/26/2019"
3359,"CE",380,10,"Fundamentals Environmental Eng",30,5,25,0,0,0,"4:00PM","5:15PM","F","SC340","Thomas M Holsen","01/10/2019","04/26/2019"
3671,"CE",453,1,"Prop & Perf of Concrete Matls",30,9,21,0,0,0,"9:00AM","9:50AM","MWF","CB175","Sulapha Peethamparan","01/10/2019","04/26/2019"
2018,"CE",442,1,"Steel Design",100,66,34,0,0,0,"4:00PM","5:15PM","TR","SC362",,"01/10/2019","04/26/2019"
3893,"CE",481,58,"Hazardous Waste Management Eng",48,47,1,0,1,0,"2:30PM","3:45PM","MW","PR2001","Stefan J Grimberg","01/10/2019","04/26/2019"
3070,"CE",420,1,"Computational Methods of Struc",50,28,22,0,0,0,"1:00PM","2:15PM","MW","SN212","Steven Francis Wojtkiewicz Jr","01/10/2019","04/26/2019"
2017,"CE",430,1,"Water Resources Engineering II",30,14,16,0,0,0,"10:00AM","10:50AM","MWF","RL244","Tyler Jon Smith","01/10/2019","04/26/2019"
3214,"CE",305,1,"Construction Planning & Mgmt",80,80,0,0,3,3,"4:00PM","5:15PM","MW","CB177","Spencer F Thew","01/10/2019","04/26/2019"
2805,"CE",301,20,"Geographical Info Systems",45,20,25,0,0,0,"1:00PM","2:50PM","F","SN241","William B Olsen","01/10/2019","04/26/2019"
2016,"CE",310,1,"Geotech Eng I: Soil Mechanics",99,81,18,0,2,0,"11:00AM","12:15PM","TR","CB176","Sara Khoshnevisan","01/10/2019","04/26/2019"
3183,"CE",301,2,"Geographical Info Systems",50,16,34,0,6,0,"11:00AM","12:15PM","MW","CB172","William B Olsen","01/10/2019","04/26/2019"
2722,"CE",301,1,"Geographical Info Systems",48,38,10,0,3,0,"2:30PM","3:45PM","TR","CB163","William B Olsen","01/10/2019","04/26/2019"
2804,"CE",301,10,"Geographical Info Systems",45,34,11,0,0,0,"9:00AM","10:50AM","F","SN241","William B Olsen","01/10/2019","04/26/2019"
3799,"CE",330,20,"Water Resources Engineering I",35,24,11,0,0,0,"5:30PM","6:45PM","TR","CB189","Ian Michael Wood Knack","01/10/2019","04/26/2019"
3738,"CE",330,10,"Water Resources Engineering I",35,21,14,0,0,0,"4:00PM","5:50PM","TR","CB189","Ian Michael Wood Knack","01/10/2019","04/26/2019"
2592,"CE",340,1,"Intro to Environmental Eng",115,92,23,0,4,0,"1:00PM","2:15PM","TR","CB176","Andrea R Ferro","01/10/2019","04/26/2019"
2071,"CE",310,10,"Geotech Eng I: Soil Mechanics",99,81,18,0,0,0,"11:00AM","12:20PM","W","CB293","Sara Khoshnevisan","01/10/2019","04/26/2019"
3295,"CE",330,1,"Water Resources Engineering I",55,45,10,0,2,0,"8:00AM","8:50AM","MWF","SC162","Ian Michael Wood Knack","01/10/2019","04/26/2019"
3279,"CE",495,84,"Spec Proj Civil & Environ Eng",99,4,95,0,0,0,,,,,"Erik Carl Backus","01/10/2019","04/26/2019"
2719,"CE",495,76,"Spec Proj Civil & Environ Eng",0,0,0,0,0,0,,,,,"James Scott Bonner","01/10/2019","04/26/2019"
3884,"CE",496,32,"Spec Proj Civil & Environ Eng",1,0,1,0,0,0,,,,,"Thomas M Holsen","01/10/2019","04/26/2019"
2955,"CE",495,69,"Spec Proj Civil & Environ Eng",99,0,99,0,0,0,,,,,"Sulapha Peethamparan","01/10/2019","04/26/2019"
3286,"CE",495,61,"Spec Proj Civil & Environ Eng",99,0,99,0,0,0,,,,,"Ian Michael Wood Knack","01/10/2019","04/26/2019"
2718,"CE",495,73,"Spec Proj Civil & Environ Eng",99,0,99,0,0,0,,,,,"Spencer F Thew","01/10/2019","04/26/2019"
4222,"CE",499,"D1","Fundamentals of Eng Exam Prep",30,30,0,0,0,0,,,,"ONLINE","Erik Carl Backus","01/10/2019","04/26/2019"
4105,"CE",499,1,"Fundamentals of Eng Exam Prep",30,21,9,0,2,0,"9:30AM","10:45AM","TR","SNB10L","Erik Carl Backus","01/10/2019","04/26/2019"
3910,"CE",512,1,"Structural Dynamics",15,3,12,0,0,0,"8:00AM","9:15AM","MW","CB268","Steven Francis Wojtkiewicz Jr","01/10/2019","04/26/2019"
3049,"CE",496,60,"Spec Proj Civil & Environ Eng",99,3,96,0,0,0,,,,,"Shane Rogers","01/10/2019","04/26/2019"
3391,"CE",496,61,"Spec Proj Civil & Environ Eng",99,0,99,0,0,0,,,,,"Ian Michael Wood Knack","01/10/2019","04/26/2019"
2201,"CE",491,1,"SR Des (Water Res, Environ)",20,29,-9,0,1,10,"2:30PM","3:45PM","TR","CB175","Shane Rogers","01/10/2019","04/26/2019"
3639,"CE",490,3,"SR Des (S,T,G,C,A/F)",30,6,24,0,0,0,"8:00AM","9:15AM","TR","SC342","Erik Carl Backus","01/10/2019","04/26/2019"
3296,"CE",491,2,"SR Des (Water Res, Environ)",20,17,3,0,0,0,"8:00AM","9:15AM","TR","TC206","Erik Carl Backus","01/10/2019","04/26/2019"
3342,"CE",490,1,"SR Des (S,T,G,C,A/F)",100,42,58,0,1,0,"8:00AM","9:15AM","TR","CB177","Erik Carl Backus","01/10/2019","04/26/2019"
4262,"CE",481,"D58","Hazardous Waste Management Eng",30,2,28,0,0,0,"2:30PM","3:45PM","MW","ONLINE","Stefan J Grimberg","01/10/2019","04/26/2019"
3638,"CE",490,2,"SR Des (S,T,G,C,A/F)",33,0,33,0,0,0,"8:00AM","9:15AM","TR","CB184","Erik Carl Backus","01/10/2019","04/26/2019"
2914,"CE",495,49,"Spec Proj Civil & Environ Eng",99,0,99,0,0,0,,,,,"Kerop D Janoyan","01/10/2019","04/26/2019"
3276,"CE",495,32,"Spec Proj Civil & Environ Eng",99,0,99,0,0,0,,,,,"Thomas M Holsen","01/10/2019","04/26/2019"
2716,"CE",495,60,"Spec Proj Civil & Environ Eng",0,0,0,0,1,1,,,,,"Shane Rogers","01/10/2019","04/26/2019"
3296,"CE",491,2,"SR Des (Water Res, Environ)",20,17,3,0,0,0,"8:00AM","9:15AM","TR","TC206","Susan E Powers","01/10/2019","04/26/2019"
3739,"CE",491,3,"SR Des (Water Res, Environ)",30,7,23,0,1,0,"11:00AM","11:50AM","MWF","SC346","Stefan J Grimberg","01/10/2019","04/26/2019"
3668,"CH",611,121,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"Elizabeth Podlaha-Murphy","01/10/2019","04/26/2019"
3770,"CH",611,122,"Thesis, Dissertation",99,1,98,0,0,0,,,,,"Yuncheng Du","01/10/2019","04/26/2019"
3389,"CH",611,101,"Thesis, Dissertation",99,3,96,0,0,0,,,,,"Zijie Yan","01/10/2019","04/26/2019"
2818,"CH",611,12,"Thesis, Dissertation",99,3,96,0,0,0,,,,,"Selma Mededovic","01/10/2019","04/26/2019"
3189,"CH",611,36,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Shunsuke Nakao","01/10/2019","04/26/2019"
2129,"CH",611,56,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Don H Rasmussen","01/10/2019","04/26/2019"
2127,"CH",611,13,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Ruth E Baltus","01/10/2019","04/26/2019"
2128,"CH",611,15,"Thesis, Dissertation",99,3,96,0,0,0,,,,,"Babu Vijayakumar Suryadevara","01/10/2019","04/26/2019"
3777,"CH",582,1,"Design Project",20,3,17,0,0,0,,,,,"Ross Taylor","01/10/2019","04/26/2019"
2023,"CH",590,1,"Elementary Transport Phenomena",20,6,14,0,0,0,"4:00PM","5:15PM","MW","CB268","Ram Subramanian","01/10/2019","04/26/2019"
2021,"CH",546,1,"Chemical Reactor Analysis II",20,3,17,0,0,0,"3:00PM","3:50PM","MWF","CB268","Richard J. McCluskey","01/10/2019","04/26/2019"
2022,"CH",571,1,"Adv Chem Eng Thermodynamics",20,3,17,0,0,0,"11:00AM","12:15PM","MW","CB268","Shunsuke Nakao","01/10/2019","04/26/2019"
4247,"CH",611,9,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Taeyoung Kim","01/10/2019","04/26/2019"
3290,"CH",611,100,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"Eunsu Paek","01/10/2019","04/26/2019"
2063,"CH",610,56,"Chemical Engineering Seminar",99,18,81,0,0,0,"9:30AM","10:45AM","TR","CB176","Ruth E Baltus","01/10/2019","04/26/2019"
4276,"CH",611,5,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"David Mitlin","01/10/2019","04/26/2019"
2136,"CH",612,13,"Directed Study",99,0,99,0,0,0,,,,,"Ruth E Baltus","01/10/2019","04/26/2019"
2210,"CH",612,15,"Directed Study",99,0,99,0,0,0,,,,,"Babu Vijayakumar Suryadevara","01/10/2019","04/26/2019"
3266,"CH",612,12,"Directed Study",99,0,99,0,0,0,,,,,"Selma Mededovic","01/10/2019","04/26/2019"
3669,"CH",612,121,"Directed Study",99,0,99,0,0,0,,,,,"Elizabeth Podlaha-Murphy","01/10/2019","04/26/2019"
2204,"CH",612,94,"Directed Study",99,0,99,0,0,0,,,,,"Philip K Hopke","01/10/2019","04/26/2019"
3048,"CH",612,96,"Directed Study",99,0,99,0,0,0,,,,,"John B. McLaughlin","01/10/2019","04/26/2019"
2137,"CH",612,56,"Directed Study",99,0,99,0,0,0,,,,,"Don H Rasmussen","01/10/2019","04/26/2019"
3287,"CH",612,62,"Directed Study",1,0,1,0,0,0,,,,,"Sitaraman Krishnan","01/10/2019","04/26/2019"
2131,"CH",611,70,"Thesis, Dissertation",99,2,97,0,0,0,,,,,"Ross Taylor","01/10/2019","04/26/2019"
2132,"CH",611,77,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"William R Wilcox","01/10/2019","04/26/2019"
2585,"CH",611,62,"Thesis, Dissertation",99,3,96,0,0,0,,,,,"Sitaraman Krishnan","01/10/2019","04/26/2019"
2130,"CH",611,66,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Ram Subramanian","01/10/2019","04/26/2019"
2134,"CH",611,94,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Philip K Hopke","01/10/2019","04/26/2019"
2135,"CH",611,96,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"John B. McLaughlin","01/10/2019","04/26/2019"
2133,"CH",611,85,"Thesis, Dissertation",99,0,99,0,0,0,,,,,"Liya L. Regel","01/10/2019","04/26/2019"
3786,"CH",390,101,"Undergraduate Research Project",20,1,19,0,0,0,,,,,"Zijie Yan","01/10/2019","04/26/2019"
3769,"CH",390,12,"Undergraduate Research Project",20,1,19,0,0,0,,,,,"Selma Mededovic","01/10/2019","04/26/2019"
3784,"CH",390,5,"Undergraduate Research Project",20,0,20,0,0,0,,,,,"David Mitlin","01/10/2019","04/26/2019"
3785,"CH",390,100,"Undergraduate Research Project",20,0,20,0,0,0,,,,,"Eunsu Paek","01/10/2019","04/26/2019"
3787,"CH",390,13,"Undergraduate Research Project",20,0,20,0,0,0,,,,,"Ruth E Baltus","01/10/2019","04/26/2019"
3763,"CH",390,36,"Undergraduate Research Project",20,1,19,0,0,0,,,,,"Shunsuke Nakao","01/10/2019","04/26/2019"
3792,"CH",390,121,"Undergraduate Research Project",20,1,19,0,0,0,,,,,"Elizabeth Podlaha-Murphy","01/10/2019","04/26/2019"
3793,"CH",390,122,"Undergraduate Research Project",20,0,20,0,0,0,,,,,"Yuncheng Du","01/10/2019","04/26/2019"
3889,"CH",350,"01-R","Chemical Engineering Lab",20,0,20,0,0,0,"1:00PM","4:00PM","T","CB184",,"01/10/2019","04/26/2019"
2108,"CH",350,2,"Chemical Engineering Lab",32,21,11,0,3,0,"2:30PM","5:30PM","R","CB179DUP","Richard J. McCluskey","01/10/2019","04/26/2019"
3341,"CH",260,1,"Therm & Energy Balances",70,46,24,0,0,0,"4:00PM","5:15PM","TR","SC160","Elizabeth Podlaha-Murphy","01/10/2019","04/26/2019"
2019,"CH",350,1,"Chemical Engineering Lab",32,32,0,0,1,1,"1:00PM","4:00PM","T","CB179DUP","Richard J. McCluskey","01/10/2019","04/26/2019"
2874,"CH",360,1,"Chemical Reactor Analysis I",75,56,19,0,2,0,"8:00AM","9:15AM","TR","SC162","Eunsu Paek","01/10/2019","04/26/2019"
2875,"CH",370,1,"Transfer Process Design",76,53,23,0,2,0,"8:00AM","8:50AM","MWF","SC362","Ross Taylor","01/10/2019","04/26/2019"
3890,"CH",350,"02-R","Chemical Engineering Lab",20,0,20,0,0,0,"2:30PM","5:15PM","R","CB184",,"01/10/2019","04/26/2019"
2942,"CH",460,1,"Process Dynamics & Control",125,58,67,0,2,0,"2:30PM","3:45PM","MW","CB176","Yuncheng Du","01/10/2019","04/26/2019"
3908,"CH",465,1,"Biochemical Engineering",50,43,7,0,1,0,"11:00AM","11:50AM","MWF","CB194","Ruth E Baltus","01/10/2019","04/26/2019"
4275,"CH",456,13,"Experimental Projects",30,1,29,0,0,0,,,,,"Ruth E Baltus","01/10/2019","04/26/2019"
4250,"CH",456,70,"Experimental Projects",1,0,1,0,0,0,,,,,"Ross Taylor","01/10/2019","04/26/2019"
3291,"CH",502,62,"D.S. Chem Eng Principles II",5,1,4,0,0,0,,,,,"Sitaraman Krishnan","01/10/2019","04/26/2019"
3393,"CH",503,36,"DS in Chemical Engineering III",30,0,30,0,0,0,,,,,"Shunsuke Nakao","01/10/2019","04/26/2019"
4251,"CH",482,1,"Design Project",20,3,17,0,1,0,,,,,"Ross Taylor","01/10/2019","04/26/2019"
2020,"CH",490,1,"Elementary Transport Phenomena",20,6,14,0,0,0,"4:00PM","5:15PM","MW","CB268","Ram Subramanian","01/10/2019","04/26/2019"
3790,"CH",390,70,"Undergraduate Research Project",20,2,18,0,0,0,,,,,"Ross Taylor","01/10/2019","04/26/2019"
3791,"CH",390,96,"Undergraduate Research Project",20,0,20,0,0,0,,,,,"John B. McLaughlin","01/10/2019","04/26/2019"
3788,"CH",390,40,"Undergraduate Research Project",20,2,18,0,0,0,,,,,"Richard J. McCluskey","01/10/2019","04/26/2019"
3789,"CH",390,62,"Undergraduate Research Project",20,1,19,0,0,0,,,,,"Sitaraman Krishnan","01/10/2019","04/26/2019"
3764,"CH",391,36,"Undergraduate Research Project",20,0,20,0,0,0,,,,,"Shunsuke Nakao","01/10/2019","04/26/2019"
4328,"CH",420,1,"Process Econ & Concept Design",1,0,1,0,0,0,,,,,"Ross Taylor","01/10/2019","04/26/2019"
3847,"CH",391,100,"Undergraduate Research Project",99,0,99,0,0,0,,,,,"Eunsu Paek","01/10/2019","04/26/2019"
3644,"CHM",580,41,"MAT Project In Chemistry",30,14,16,0,0,0,"3:50PM","6:20PM","T","NT306","Richard C Lasselle","01/10/2019","04/26/2019"
3649,"CHN",580,41,"MAT Project In Chinese",30,14,16,0,0,0,"3:50PM","6:20PM","T","NT306","Richard C Lasselle","01/10/2019","04/26/2019"
3652,"CHN",530,41,"Chinese Grammar & Linguistics",30,7,23,0,0,0,"1:00PM","3:30PM","W","NT306","Sherri Xia Duan","01/10/2019","04/26/2019"
3085,"CM",430,1,"Colloids and Interfaces",15,10,5,0,0,0,"11:00AM","12:15PM","TR","CB184","Xiaocun Lu","01/10/2019","04/26/2019"
3870,"CM",447,24,"DR in Organic Chemistry",30,0,30,0,0,0,,,,,"Devon A Shipp","01/10/2019","04/26/2019"
2834,"CM",428,28,"D.S. in Analytical Chemistry",1,1,0,0,0,0,,,,,"Emanuela Silvana Andreescu","01/10/2019","04/26/2019"
2917,"CM",448,97,"D.S. in Organic Chemistry",99,0,99,0,0,0,,,,,"Richard E Partch","01/10/2019","04/26/2019"
2828,"CM",448,24,"D.S. in Organic Chemistry",99,0,99,0,0,0,,,,,"Devon A Shipp","01/10/2019","04/26/2019"
3842,"CM",417,70,"DR in Inorganic Chemistry",30,5,25,0,2,0,,,,,"Mario Wriedt","01/10/2019","04/26/2019"
4229,"CM",422,1,"Advanced Mass Spectrometry",30,8,22,0,0,0,"12:00PM","12:50PM","MWF","SC340","Costel C Darie","01/10/2019","04/26/2019"
3428,"CM",413,1,"Carbon Capture & Sequestration",20,8,12,0,0,0,"2:30PM","3:45PM","TR","TC206","Mario Wriedt","01/10/2019","04/26/2019"
4318,"CM",428,2,"D.S. in Analytical Chemistry",1,1,0,0,0,0,,,,,"Daniel Andreescu","01/10/2019","04/26/2019"
3823,"CM",427,28,"DR in Analytical Chemistry",30,4,26,0,0,0,,,,,"Emanuela Silvana Andreescu","01/10/2019","04/26/2019"
3800,"CM",467,99,"DR in Biochemistry",30,6,24,0,0,0,,,,,"Costel C Darie","01/10/2019","04/26/2019"
2833,"CM",468,90,"D.S. in Biochemistry",99,2,97,0,0,0,,,,,"Artem Melman","01/10/2019","04/26/2019"
3835,"CM",467,84,"DR in Biochemistry",30,0,30,0,0,0,,,,,"Evgeny Katz","01/10/2019","04/26/2019"
2231,"CM",470,10,"Biochem & Biotech Lab",12,10,2,0,0,0,"1:00PM","3:45PM","MW","SC134A","Emanuela Silvana Andreescu","01/10/2019","04/26/2019"
3054,"CM",468,99,"D.S. in Biochemistry",99,0,99,0,0,0,,,,,"Costel C Darie","01/10/2019","04/26/2019"
3868,"CM",457,24,"DR in Polymer Chemistry",30,3,27,0,0,0,,,,,"Devon A Shipp","01/10/2019","04/26/2019"
4208,"CM",457,117,"DR in Polymer Chemistry",30,3,27,0,0,0,,,,,"Xiaocun Lu","01/10/2019","04/26/2019"
2230,"CM",461,1,"Biochemistry II",30,28,2,0,1,0,"10:00AM","10:50AM","MWF","SC356","Artem Melman","01/10/2019","04/26/2019"
2829,"CM",458,24,"D.S. in Polymer Chemistry",99,0,99,0,0,0,,,,,"Devon A Shipp","01/10/2019","04/26/2019"
2801,"CM",132,68,"General Chemistry II",34,22,12,0,0,0,"3:00PM","3:50PM","T","SC354",,"01/10/2019","04/26/2019"
4046,"CM",132,69,"General Chemistry II",30,15,15,0,0,0,"4:00PM","4:50PM","T","SC354","James Peploski","01/10/2019","04/26/2019"
2800,"CM",132,67,"General Chemistry II",34,17,17,0,0,0,"2:00PM","2:50PM","T","SC354",,"01/10/2019","04/26/2019"
2723,"CM",242,2,"Organic Chemistry II",100,19,81,0,1,0,"2:00PM","2:50PM","MWF","SC162","Galina Melman","01/10/2019","04/26/2019"
2226,"CM",242,1,"Organic Chemistry II",100,77,23,0,2,0,"12:00PM","12:50PM","MWF","SC162","Galina Melman","01/10/2019","04/26/2019"
2797,"CM",132,64,"General Chemistry II",34,29,5,0,0,0,"11:00AM","11:50AM","T","SC354",,"01/10/2019","04/26/2019"
